error	run_time
614893777.0	0.2826719284057617
613340524.0	0.28567075729370117
613340524.0	0.28867340087890625
613340524.0	0.291675329208374
611559415.0	0.2956721782684326
611259987.0	0.29967546463012695
609994722.0	0.30367159843444824
609994722.0	0.3066737651824951
609994722.0	0.30967116355895996
609994722.0	0.3131835460662842
609994722.0	0.3161814212799072
607765463.0	0.3191814422607422
607765463.0	0.3211805820465088
607335187.0	0.3251807689666748
604237867.0	0.3281824588775635
604034706.0	0.3321833610534668
604034706.0	0.33518147468566895
604034706.0	0.338181734085083
604034706.0	0.34195971488952637
604034706.0	0.3449585437774658
604034706.0	0.3479602336883545
604034706.0	0.3514058589935303
604014245.0	0.3544046878814697
604014245.0	0.3574066162109375
604014245.0	0.36040425300598145
603903485.0	0.3634066581726074
603827430.0	0.36740899085998535
603311945.0	0.3704044818878174
601968553.0	0.3744072914123535
600763813.0	0.3785090446472168
600154783.0	0.38240551948547363
600154783.0	0.38640761375427246
599191020.0	0.3900265693664551
598754544.0	0.39292097091674805
598350629.0	0.39692234992980957
598350629.0	0.40091848373413086
598083383.0	0.4049191474914551
596461423.0	0.40791773796081543
596224517.0	0.41295599937438965
596224517.0	0.4159207344055176
596224517.0	0.41880059242248535
596224517.0	0.4228208065032959
596224517.0	0.42580628395080566
596224517.0	0.4293198585510254
596224517.0	0.43231701850891113
596224517.0	0.4353196620941162
596224517.0	0.4373180866241455
592268934.0	0.4413180351257324
589768205.0	0.4443185329437256
588388420.0	0.4483187198638916
588388420.0	0.45232391357421875
588388420.0	0.4553189277648926
588388420.0	0.4593179225921631
588388420.0	0.46231770515441895
588388420.0	0.4653193950653076
586784336.0	0.4688296318054199
586619371.0	0.47283005714416504
586386230.0	0.4758307933807373
586386230.0	0.4778306484222412
585602344.0	0.4828307628631592
585602344.0	0.4868462085723877
585602344.0	0.48983025550842285
585602344.0	0.4928317070007324
585602344.0	0.4964284896850586
585602344.0	0.4998307228088379
585602344.0	0.5028297901153564
585602344.0	0.5073437690734863
585602344.0	0.5103468894958496
585602344.0	0.5143463611602783
585602344.0	0.5163450241088867
585602344.0	0.519345760345459
585602344.0	0.5223429203033447
585602344.0	0.5253434181213379
585602344.0	0.5283424854278564
585602344.0	0.5323433876037598
585602344.0	0.5353455543518066
585602344.0	0.5402889251708984
585556421.0	0.54329514503479
585556421.0	0.5468051433563232
585190178.0	0.5498046875
585190178.0	0.5528044700622559
585084332.0	0.5558054447174072
584957626.0	0.5588030815124512
584957626.0	0.5618059635162354
584957626.0	0.5648045539855957
584706282.0	0.5688042640686035
584492197.0	0.5718033313751221
584475116.0	0.5758042335510254
584475116.0	0.5798056125640869
584435081.0	0.5833072662353516
584435081.0	0.5863113403320312
584435081.0	0.5893115997314453
584353679.0	0.592313289642334
584353679.0	0.5953121185302734
584353679.0	0.5983116626739502
584353679.0	0.6013119220733643
584353679.0	0.6053123474121094
584353679.0	0.6083114147186279
584353679.0	0.6113142967224121
584353679.0	0.6153116226196289
584353679.0	0.6183121204376221
584353679.0	0.6235866546630859
584353679.0	0.6265830993652344
584353679.0	0.6295840740203857
584353679.0	0.6335983276367188
584353679.0	0.6355836391448975
584353679.0	0.6385855674743652
584353679.0	0.6416187286376953
584139884.0	0.6455862522125244
584120559.0	0.6495857238769531
584120559.0	0.6523988246917725
584120559.0	0.6567943096160889
584120559.0	0.6588013172149658
584120559.0	0.6623122692108154
584120559.0	0.6663475036621094
584120559.0	0.6693110466003418
584120559.0	0.6723160743713379
584120559.0	0.675316572189331
584120559.0	0.6783242225646973
584120559.0	0.6813158988952637
584120559.0	0.6853125095367432
584120559.0	0.6883194446563721
584120559.0	0.6923122406005859
584120559.0	0.6963117122650146
584120559.0	0.7003140449523926
583795128.0	0.7038328647613525
583795128.0	0.7068347930908203
583795128.0	0.7098362445831299
583795128.0	0.7128357887268066
583795128.0	0.7158298492431641
583795128.0	0.7198419570922852
583712336.0	0.7248308658599854
583712336.0	0.7278296947479248
583712336.0	0.7309927940368652
583712336.0	0.7352218627929688
583712336.0	0.7382287979125977
583712336.0	0.7407386302947998
583712336.0	0.7437403202056885
583665363.0	0.7477388381958008
583665363.0	0.750739574432373
583665363.0	0.7527375221252441
583665363.0	0.756739616394043
583665363.0	0.7617390155792236
583665363.0	0.7647385597229004
583665363.0	0.7677397727966309
583665363.0	0.7703747749328613
583665363.0	0.7743804454803467
583665363.0	0.7773809432983398
583665363.0	0.7815494537353516
583665363.0	0.7835485935211182
583665363.0	0.7875525951385498
583665363.0	0.7895481586456299
583665363.0	0.7925512790679932
583665363.0	0.7955501079559326
583665363.0	0.7995479106903076
583665363.0	0.802548885345459
583561408.0	0.8065488338470459
582869906.0	0.8102846145629883
582869906.0	0.814286470413208
582869906.0	0.8172836303710938
582869906.0	0.8204150199890137
582869906.0	0.8224160671234131
582869906.0	0.8254146575927734
582869906.0	0.8284170627593994
582869906.0	0.8304154872894287
582869906.0	0.8334176540374756
582323326.0	0.8374154567718506
582323326.0	0.8414173126220703
582166489.0	0.8444156646728516
582166489.0	0.8482940196990967
582166489.0	0.851292610168457
582166489.0	0.8547971248626709
582166489.0	0.8578023910522461
582166489.0	0.8608031272888184
582166489.0	0.8638114929199219
582166489.0	0.8668022155761719
582166489.0	0.8688018321990967
582166489.0	0.8718011379241943
582113113.0	0.8748354911804199
582113113.0	0.8798031806945801
582113113.0	0.8828039169311523
582113113.0	0.886512041091919
582113113.0	0.8895113468170166
582113113.0	0.8925144672393799
582113113.0	0.896028995513916
582113113.0	0.8990297317504883
582113113.0	0.9010319709777832
582113113.0	0.904033899307251
582113113.0	0.9070327281951904
582113113.0	0.9100620746612549
582113113.0	0.913029670715332
582113113.0	0.9160292148590088
582113113.0	0.9190285205841064
582113113.0	0.9220273494720459
582113113.0	0.925029993057251
582113113.0	0.9280266761779785
582113113.0	0.9320323467254639
582113113.0	0.93454909324646
582049641.0	0.9375472068786621
582049641.0	0.9405457973480225
582049641.0	0.9425477981567383
582049641.0	0.9455454349517822
582049641.0	0.9485478401184082
582049641.0	0.9515466690063477
582049641.0	0.9545459747314453
582049641.0	0.9575457572937012
582049641.0	0.9605486392974854
582049641.0	0.9645488262176514
582049641.0	0.9675469398498535
582033851.0	0.9710595607757568
582033851.0	0.974057674407959
582033851.0	0.9760575294494629
582033851.0	0.9790606498718262
582033851.0	0.982058048248291
582033851.0	0.9840562343597412
582033851.0	0.9870572090148926
582033851.0	0.9910609722137451
582033851.0	0.9940600395202637
582033851.0	0.9977819919586182
582033851.0	1.0017800331115723
582033851.0	1.0057814121246338
582033851.0	1.008007526397705
582033851.0	1.0110085010528564
582033851.0	1.0140082836151123
582033851.0	1.0180072784423828
582033851.0	1.020005702972412
582033851.0	1.0230076313018799
582030120.0	1.0270075798034668
581959414.0	1.0310094356536865
581959414.0	1.0350122451782227
581959414.0	1.0400068759918213
581959414.0	1.043008804321289
581959414.0	1.0460104942321777
581959414.0	1.0491557121276855
581959414.0	1.0521583557128906
581959414.0	1.0541560649871826
581959414.0	1.0571582317352295
581959414.0	1.0601673126220703
581959414.0	1.0621557235717773
581959414.0	1.0660507678985596
581959414.0	1.0685973167419434
581959414.0	1.0725669860839844
581959414.0	1.0765659809112549
581959414.0	1.0795629024505615
581959414.0	1.0825660228729248
581959414.0	1.0861077308654785
581959414.0	1.089080810546875
581959414.0	1.091078758239746
581959414.0	1.094080924987793
581959414.0	1.0980782508850098
581959414.0	1.1010773181915283
581959414.0	1.1030771732330322
581959414.0	1.1070797443389893
581959414.0	1.1090774536132812
581959414.0	1.1128618717193604
581959414.0	1.116858720779419
581959414.0	1.1208593845367432
581938069.0	1.1239676475524902
581938069.0	1.1259658336639404
581938069.0	1.12896728515625
581938069.0	1.1319658756256104
581938069.0	1.1349663734436035
581938069.0	1.1369667053222656
581938069.0	1.139965295791626
581938069.0	1.1429688930511475
581924324.0	1.1469688415527344
581924324.0	1.1499674320220947
581924324.0	1.1529672145843506
581924324.0	1.1569664478302002
581924324.0	1.1594743728637695
581924324.0	1.1624755859375
581924324.0	1.1654765605926514
581924324.0	1.1674764156341553
581924324.0	1.1704742908477783
581924324.0	1.173478364944458
581924324.0	1.17547607421875
581924324.0	1.179476022720337
581924324.0	1.182478666305542
581924324.0	1.1854791641235352
581924324.0	1.1894752979278564
581924324.0	1.1924757957458496
581924324.0	1.19547438621521
581924324.0	1.1985366344451904
581924324.0	1.2015345096588135
581924324.0	1.2045390605926514
581924324.0	1.2075486183166504
581924324.0	1.2105355262756348
581924324.0	1.2135367393493652
581924324.0	1.2165372371673584
581924324.0	1.219534158706665
581924324.0	1.2225382328033447
581924324.0	1.2255361080169678
581924324.0	1.229537010192871
581924324.0	1.2325465679168701
581924324.0	1.2348990440368652
581924324.0	1.2378969192504883
581924324.0	1.240898609161377
581924324.0	1.2428975105285645
581924324.0	1.2459030151367188
581924324.0	1.248896837234497
581924324.0	1.251899003982544
581924324.0	1.254899263381958
581924324.0	1.2579021453857422
581924324.0	1.2608973979949951
581924324.0	1.2647066116333008
581924324.0	1.2677042484283447
581924324.0	1.2707104682922363
581924324.0	1.2738544940948486
581924324.0	1.2768585681915283
581924324.0	1.2798585891723633
581924324.0	1.2828562259674072
581924324.0	1.2858541011810303
581924324.0	1.288856029510498
581924324.0	1.2918550968170166
581924324.0	1.2948620319366455
581924324.0	1.2978582382202148
581924324.0	1.3008580207824707
581924324.0	1.3038544654846191
581924324.0	1.3073768615722656
581924324.0	1.3103985786437988
581924324.0	1.313401460647583
581924324.0	1.3153984546661377
581924324.0	1.3184022903442383
581924324.0	1.3213982582092285
581924324.0	1.3244073390960693
581924324.0	1.3273983001708984
581924324.0	1.331406831741333
581924324.0	1.3343985080718994
581924324.0	1.3381338119506836
581924324.0	1.3411157131195068
581924324.0	1.3451542854309082
581924324.0	1.347541332244873
581924324.0	1.3505403995513916
581924324.0	1.3545382022857666
581924324.0	1.3565382957458496
581924324.0	1.359537124633789
581924324.0	1.3625402450561523
581924324.0	1.3657739162445068
581924324.0	1.3688340187072754
581924324.0	1.371816873550415
581924324.0	1.3757801055908203
581924324.0	1.3787806034088135
581924324.0	1.382779598236084
581924324.0	1.385890245437622
581924324.0	1.388869285583496
581924324.0	1.3918731212615967
581924324.0	1.3938724994659424
581924324.0	1.3978722095489502
581924324.0	1.399871587753296
581924324.0	1.4028716087341309
581924324.0	1.405872106552124
581924324.0	1.4088718891143799
581924324.0	1.4118728637695312
581924324.0	1.4143946170806885
581924324.0	1.4183924198150635
581924324.0	1.4223954677581787
581924324.0	1.4245944023132324
581924324.0	1.427597999572754
581924324.0	1.4305946826934814
581924324.0	1.4335951805114746
581924324.0	1.4365959167480469
581924324.0	1.4395966529846191
581924324.0	1.4425954818725586
581924324.0	1.446596384048462
581924324.0	1.4485950469970703
581924324.0	1.4525961875915527
